uniprot_acc	content_fraction	content_count	length	start	end
Q8VIP2	0.023	20	865	117	136
Q9NP71	0.034	29	852	117	136
Q99MZ3	0.024	21	864	117	137
B8JK68	0.136	24	176	117	140
A0A0E0TD69	0.205	51	249	117	140
Q01831	0.049	46	940	117	145
Q96IY1	0.395	111	281	103	204
Q8PXX2	0.042	5	120	116	120
Q9H3L0	0.051	15	296	118	122
O95169	0.183	34	186	118	122
D0MDD7	0.037	8	217	118	125
E2RXU4	0.093	12	129	117	128
P18858	0.013	12	919	118	129
I3XMW8	0.12	18	150	118	135
Q18235	0.189	46	244	118	157
W5Q1B0	0.409	76	186	111	186
Q05789	0.412	93	226	119	152
Q9P0M9	0.128	19	148	119	126
Q799U3	0.258	34	132	98	131
P0AG96	0.512	65	127	63	127
P08151	0.009	10	1106	119	128
P04880	0.257	68	265	107	174
Q9V1T9	0.098	13	132	113	125
Q5QNW6	0.103	13	126	51	55
P55734	0.098	17	174	120	127
P53632	0.034	20	584	120	127
P04583	0.01	9	859	120	128
O97725	0.159	23	145	117	139
A0A0B4KGY5	0.089	34	382	120	134
P27069	0.139	19	137	119	137
Q03323	0.251	44	175	120	163
O78757	0.531	93	175	61	92
Q9AZ42	0.145	19	131	111	129
Q7VYH2	0.144	23	160	1	13
P14136	0.238	103	432	110	212
Q6NLF4	0.031	5	163	121	125
P0A183	0.069	10	144	121	130
Q99075	0.082	17	208	121	125
P14078	0.007	10	1462	121	130
A0A1D5PXA5	0.018	15	852	121	135
G0SH09	0.16	38	238	121	158
P39104	0.049	52	1066	121	172
Q9H081	0.42	86	205	112	197
Q15121	0.046	6	130	122	127
A0A1B4XSA2	0.046	6	130	122	127
Q13177	0.027	14	524	122	135
P39516	0.13	18	138	121	138
P52868	0.064	18	283	122	139
Q8U208	0.196	29	148	120	148
G4MTS7	0.036	25	695	122	146
O70624	0.102	50	490	122	171
P68261	0.195	24	123	100	123
O31602	0.069	9	131	117	125
O95926	0.37	90	243	122	128
G1SK22	0.202	38	188	114	146
P04921	0.047	6	128	123	128
B7MBZ1	0.062	8	130	123	130
Q76R61	0.049	9	183	123	131
A7XWN5	0.014	10	712	123	132
Q9AZ01	0.079	11	140	122	132
P40338	0.083	15	181	123	137
Q9NPG3	0.018	20	1134	123	142
Q9H074	0.046	22	479	123	144
Q9H3P2	0.104	55	528	123	177
Q15022	0.188	139	739	81	140
D2Q2I7	0.044	6	136	123	128
D0CG36	0.039	5	128	124	128
Q9I920	0.044	52	1183	111	162
Q809J3	0.011	8	716	124	131
O75586	0.203	50	246	121	146
Q5LBR6	0.029	11	380	124	134
Q8WV16	0.026	13	495	124	136
O60896	0.209	31	148	113	143
P26746	0.187	31	166	120	150
P16837	0.211	36	171	124	159
P51970	0.285	49	172	124	172
P11236	0.164	88	538	124	178
Q59WG0	0.158	24	152	125	148
Q716H4	0.1	14	140	120	133
P78972	0.041	20	488	125	144
P06506	0.109	15	138	124	138
W5QC06	0.157	22	140	119	140
C5DNF8	0.03	17	571	125	141
Q5SLV9	0.062	26	420	125	142
Q9D6J5	0.376	70	186	111	175
P03925	0.384	66	172	69	75
P30902	0.695	121	174	18	26
Q6CTI2	0.435	80	184	104	127
Q9WZG9	0.147	21	143	123	143
Q9GZM8	0.304	105	345	64	168
P30307	0.055	26	473	126	132
P19544	0.02	9	449	126	134
Q992I2	0.12	39	326	123	161
G2EBB4	0.321	89	277	126	137
P07353	0.181	30	166	44	50
I3VHW6	0.093	16	172	126	141
O31801	0.153	22	144	123	144
P01161	0.164	25	152	126	150
P11961	0.065	28	428	127	146
Q9CQZ5	0.137	18	131	114	131
G1TU13	0.319	43	135	78	95
F2Z508	0.044	9	203	126	134
P08708	0.422	57	135	79	135
Q13094	0.049	26	533	127	135
Q8U0E2	0.074	11	148	127	137
Q12025	0.083	17	205	125	141
P18621	0.087	16	184	127	142
Q4D6I5	0.118	17	144	127	143
A0A6L7HN72	0.16	23	144	122	144
E9BMA8	0.125	18	144	127	144
Q04839	0.128	24	188	127	150
Q9FJW4	0.149	23	154	127	149
P01160	0.166	25	151	127	151
G8FRA5	0.154	37	241	127	163
B5LYJ9	0.02	5	256	128	132
Q2RXN9	0.08	11	137	124	134
Q9H9Z2	0.062	13	209	128	140
Q3SJ38	0.074	10	136	127	136
P20875	0.012	17	1439	128	136
Q9UIL1	0.352	56	159	88	143
Q6C4W9	0.188	27	144	21	25
Q0VCJ1	0.191	38	199	128	151
Q9H7Z6	0.048	22	458	128	149
A0A0M3KL57	0.111	22	199	128	149
Q1EHW4	0.118	22	186	128	149
Q9Y297	0.083	50	605	128	177
Q03390	0.258	59	229	128	186
Q9HCG8	0.011	10	908	129	138
Q6I9Y2	0.103	21	204	110	130
B1L576	0.391	66	169	2	20
A2T4P8	0.007	5	668	129	133
Q5I3E5	0.128	18	141	120	137
Q86UW6	0.006	10	1770	129	138
P04603	0.048	10	209	129	138
Q9HX82	0.016	11	678	129	139
Q9BXH1	0.14	27	193	129	155
P27406	0.042	28	671	129	156
Q9M9M9	0.157	25	159	129	153
P35963	0.093	134	1435	130	136
Q91ZE9	0.114	21	185	130	150
G6FW99	0.132	21	159	130	150
Q87GE5	0.045	22	484	130	151
Q99ML1	0.135	26	193	130	155
P32380	0.136	128	944	112	205
P03748	0.051	28	553	112	125
Q39487	0.019	5	267	131	135
Q9V1A0	0.074	11	148	129	139
Q9JK83	0.03	11	371	131	136
P98155	0.013	11	873	127	137
B1JJ73	0.112	16	143	128	143
Q8U0E3	0.051	7	137	131	137
O60479	0.059	17	287	131	138
Q2G055	0.158	30	190	131	152
P9WNS5	0.136	21	154	124	144
Q9W4I7	0.022	15	670	131	145
F1S8U4	0.101	16	159	131	146
B9PQ37	0.11	17	154	131	147
Q6CT27	0.208	45	216	131	150
G0S6R0	0.106	25	236	131	155
Q16514	0.373	60	161	55	62
A4GD96	0.041	6	147	127	132
A5HMM7	0.023	6	261	128	133
P08079	0.04	10	251	132	141
Q77378	0.047	10	213	132	141
Q9I3B4	0.103	15	146	131	145
P06968	0.145	22	152	131	152
P18509	0.216	38	176	132	169
Q9T1V4	0.34	67	197	92	97
Q9JI51	0.295	66	224	132	197
P03212	0.08	11	137	123	133
O48465	0.082	12	146	126	137
A0A218NZT2	0.04	6	149	133	138
A0A218NZU0	0.043	6	139	133	138
Q01855	0.183	26	142	117	142
Q13761	0.022	9	415	133	141
Q9WPU2	0.049	10	204	133	142
A0A0J9X215	0.076	11	145	133	143
Q6PIF2	0.353	77	218	58	91
Q96K30	0.059	16	269	133	148
P02452	0.068	99	1464	133	153
Q2M3X8	0.207	120	580	133	162
Q6HKH9	0.062	9	145	128	136
Q8IIA2	0.038	6	156	134	139
P02686	0.099	30	304	134	142
Q9GZY6	0.041	10	243	134	143
Q92609	0.03	24	795	134	157
Q9J3N1	0.181	29	160	132	160
O28077	0.034	5	148	135	139
Q8HXG6	0.057	8	141	132	139
P03015	0.036	7	193	135	141
Q9H257	0.123	66	536	3	39
P04370	0.032	8	250	135	142
Q96G27	0.033	9	269	135	143
P80054	0.052	9	172	135	143
O60894	0.223	33	148	109	118
P33317	0.122	18	147	126	143
Q15054	0.088	41	466	133	144
A0A0H3LHY8	0.076	11	145	135	145
Q9NS23	0.035	12	344	135	146
Q09882	0.237	132	557	135	148
P42575	0.21	95	452	135	158
A0A287B0C3	0.2	34	170	135	168
O53654	0.059	8	136	129	136
P0AEB6	0.058	20	343	136	144
P50415	0.095	18	190	136	145
P19661	0.089	17	190	136	145
P16685	0.113	17	150	134	150
Q62871	0.045	29	638	136	164
P13984	0.161	40	249	133	172
Q6NW40	0.092	40	437	97	119
Q6CWT9	0.137	20	146	2	6
Q92619	0.008	9	1136	137	145
P02771	0.015	9	609	137	145
P84099	0.046	9	196	137	145
P62841	0.2	29	145	117	145
P32194	0.081	12	149	137	148
Q4DK40	0.066	13	196	137	149
G1T1F0	0.152	23	151	129	151
Q969X0	0.152	32	211	129	160
O94901	0.023	19	812	137	155
A9XRG9	0.114	22	193	137	158
Q72EF4	0.151	24	159	136	159
Q6CEK9	0.174	28	161	134	161
Q61337	0.132	27	204	137	163
P0A6E6	0.302	42	139	98	139
Q9LMQ2	0.027	7	258	138	144
A0A0L7M7C8	0.042	6	144	138	143
Q8IAX5	0.042	6	144	138	143
P01189	0.139	37	267	138	143
Q13769	0.041	28	683	117	144
Q5CPU3	0.046	7	152	138	144
P56178	0.045	13	289	138	150
P32196	0.074	11	149	138	148
P10238	0.072	37	512	138	149
Q4RA23	0.072	12	166	138	149
Q8VCF0	0.028	14	503	138	151
Q9KTI6	0.12	20	166	135	154
Q99N13	0.031	18	588	138	155
Q96G25	0.239	64	268	100	117
A9SRC8	0.157	26	166	138	163
Q5XAQ7	0.154	28	182	125	152
P60864	0.036	5	139	135	139
Q9XA42	0.085	19	224	126	139
B9PMB3	0.032	5	156	139	143
A8IP97	0.026	6	234	139	144
P40571	0.076	11	144	17	21
A7A9N3	0.035	13	375	135	147
O70343	0.013	10	797	139	148
Q9UBK2	0.035	28	798	139	152
A0A125YXW4	0.115	18	156	139	156
Q20010	0.26	105	404	129	179
O54918	0.143	28	196	139	166
G0S024	0.036	40	1112	139	178
O88384	0.259	60	232	139	198
P63422	0.085	12	141	119	125
P52003	0.245	36	147	1	12
Q02732	0.068	25	369	125	149
Q15388	0.041	6	145	140	145
P0AEM6	0.029	7	239	140	146
A0A0M3KL55	0.04	7	173	140	146
P9WFC9	0.192	28	146	119	146
A0A0H2VAX3	0.053	8	151	140	147
Q9BE97	0.011	9	790	140	147
P13382	0.02	29	1468	140	149
P49024	0.027	15	559	140	154
P51843	0.032	15	470	140	154
Q9NRX2	0.154	27	175	134	160
Q86YP4	0.046	29	633	140	168
Q05323	0.062	18	288	140	147
O75822	0.337	87	258	45	55
G1U0Q2	0.172	25	145	119	143
O82015	0.041	6	145	140	145
Q44057	0.041	6	145	140	145
Q13485	0.016	9	552	141	149
P07270	0.173	54	312	141	150
P26554	0.073	11	151	141	151
Q8T018	0.108	29	268	141	153
Q06696	0.034	19	566	141	159
Q76KS8	0.119	19	159	141	159
P76540	0.247	41	166	116	131
Q13422	0.056	29	519	141	169
Q84193	0.08	43	539	141	183
Q9B6E9	0.605	112	185	65	100
Q09808	0.178	27	152	123	149
Q43899	0.034	5	146	142	146
B9FNW2	0.032	11	343	142	152
Q969E3	0.099	16	161	142	157
Q60867	0.098	35	357	106	110
Q5SJC3	0.13	21	161	141	161
P01101	0.155	59	380	142	200
A6NED2	0.013	5	376	139	143
O32181	0.045	7	155	138	144
P22557	0.015	9	587	143	151
F1RMQ4	0.03	5	169	143	147
Q4DEK4	0.047	7	149	143	149
Q5LMI4	0.047	7	149	143	149
C4PK56	0.027	9	329	143	151
Q9YYU3	0.047	10	215	143	152
Q12968	0.011	12	1075	143	154
Q04712	0.057	29	507	132	160
Q7M3Y3	0.082	24	292	143	166
P06828	0.202	109	539	139	191
E9JGG9	0.14	26	186	134	159
P06844	0.077	26	337	144	154
P28324	0.03	13	431	144	156
P28278	0.076	17	224	144	160
P56422	0.055	8	145	138	145
E9BI96	0.034	5	149	145	149
Q9BYC9	0.04	6	149	144	149
P02674	0.038	37	966	100	104
Q8Y8S9	0.047	7	150	144	150
Q00987	0.141	69	491	145	150
Q06592	0.122	19	156	138	156
A0A0H3KLY3	0.131	22	168	144	165
G0SGT8	0.122	41	336	145	169
Q8N488	0.145	33	228	145	177
P40699	0.241	73	303	145	183
F1SG95	0.123	45	366	145	189
P70118	0.117	33	283	146	167
P33308	0.034	5	149	145	149
Q9SNB4	0.031	10	323	144	153
Q9I3X0	0.065	11	168	146	156
P40546	0.055	19	346	145	163
O60895	0.126	22	175	146	167
Q8ST83	0.05	26	520	145	170
P0DTD1	0.021	148	7096	145	180
A0A072ZBZ2	0.085	18	211	134	151
Q2YRG4	0.076	12	157	135	141
P35258	0.021	6	281	147	152
B7IA39	0.028	6	212	147	152
P82163	0.041	7	172	147	153
Q701N7	0.018	9	498	147	155
Q8N5N7	0.07	11	158	147	157
Q9I640	0.076	12	158	147	158
G6FMD3	0.082	13	159	147	159
Q9STG6	0.133	22	166	145	166
Q9H2H0	0.167	33	198	143	175
P01100	0.15	57	380	142	198
G1TPG3	0.132	20	152	129	148
O53397	0.088	13	148	6	10
Q9US45	0.352	76	216	123	161
Q15545	0.117	41	349	141	154
Q8CDI2	0.031	20	640	148	155
O88552	0.039	9	230	148	156
A0A059WV44	0.171	27	158	131	157
Q12339	0.047	12	254	148	159
A0A0H3CQ33	0.092	26	283	147	166
P48026	0.164	28	171	142	169
E9BAR6	0.035	7	202	149	155
Q8KKW2	0.045	7	155	149	155
Q9NVS2	0.107	21	196	148	168
Q94702	0.11	18	163	146	163
P13498	0.097	19	195	149	167
Q53GL0	0.051	21	409	149	169
P29394	0.179	32	179	146	177
Q5ZS31	0.086	13	151	138	150
P06463	0.057	9	158	150	158
Q1KLY3	0.041	7	170	150	156
P20290	0.044	9	206	148	156
P23065	0.048	17	357	144	160
P9WH87	0.046	10	217	150	159
Q5SLR1	0.051	23	451	150	163
Q8PJB6	0.054	21	389	150	161
Q02156	0.035	26	737	150	162
Q9JLB2	0.068	46	675	125	170
Q8GYN5	0.109	23	211	150	172
Q9HX01	0.085	13	153	141	153
P30990	0.076	13	170	151	163
Q8C6P8	0.055	23	421	151	156
P38428	0.148	30	203	151	158
Q9W0K0	0.027	13	490	151	163
P58564	0.085	14	164	151	164
O75400	0.024	23	957	149	171
Q8DJ01	0.119	20	168	149	168
Q9S581	0.146	27	185	151	177
Q9NZZ3	0.265	58	219	151	190
P03146	0.077	14	183	139	152
A0A6A5Q3C2	0.104	47	451	152	154
Q8DWV2	0.075	13	173	148	160
Q13951	0.077	14	182	148	161
Q9BZ95	0.017	25	1437	152	163
Q7MVU4	0.043	19	442	151	169
P05221	0.105	21	200	152	172
P18893	0.174	31	178	62	66
P9WGG7	0.109	28	257	152	179
Q06639	0.052	46	885	152	197
A0R051	0.145	59	408	35	39
Q9Z2Q7	0.233	55	236	152	206
P52594	0.018	10	562	153	162
P00424	0.248	38	153	96	123
Q08649	0.025	11	445	153	163
P03126	0.07	11	158	148	158
Q9BTE3	0.011	7	642	153	159
P01592	0.157	25	159	95	112
Q75FB3	0.009	11	1231	153	163
G3XD82	0.064	11	171	153	163
S7V493	0.072	48	669	153	163
Q86YN6	0.029	30	1023	153	163
P0A401	0.098	16	164	149	164
Q5TAQ9	0.022	13	597	153	165
Q9NT62	0.041	13	314	153	165
B3IXK1	0.217	43	198	43	49
Q9V6Q2	0.307	69	225	150	218
P14737	0.024	31	1309	153	159
Q68CZ6	0.015	9	603	154	162
Q9WVI9	0.014	10	707	154	163
Q89IH6	0.074	12	163	152	163
P47902	0.053	14	265	154	167
G1U472	0.107	18	168	151	168
C6FX86	0.019	16	844	154	169
P17150	0.194	34	175	61	67
Q9Y5W9	0.044	12	270	147	158
A0A159BDB5	0.019	13	699	152	159
Q6NDF6	0.06	10	167	155	164
Q1KW74	0.023	11	488	155	165
Q12792	0.1	35	350	155	166
L7TQU8	0.02	17	844	155	171
P29966	0.054	18	332	155	172
O43181	0.12	21	175	155	175
Q9BYD1	0.14	25	178	154	178
Q10108	0.08	25	312	155	179
P06850	0.204	40	196	155	194
Q95748	0.163	31	190	155	185
Q56219	0.251	52	207	145	196
A8HQH2	0.06	12	201	35	40
Q47015	0.071	11	156	146	156
Q969G2	0.031	12	390	156	167
Q970U0	0.086	14	162	142	146
Q54BW5	0.056	10	179	154	163
P53150	0.145	61	421	156	166
Q8U0Z7	0.081	14	173	156	169
Q6NZ36	0.183	33	180	142	148
Q9BZD4	0.024	11	464	148	158
Q8SDV3	0.077	13	169	148	159
O00139	0.007	5	706	157	161
Q02307	0.015	5	328	157	161
Q9XJQ6	0.062	10	161	44	48
P20068	0.036	6	169	157	162
P09959	0.01	8	803	157	164
A0A125YMR9	0.029	9	313	157	165
G0S0R2	0.451	147	326	157	165
Q9UQF2	0.015	11	711	157	167
Q96F10	0.147	25	170	146	170
Q9VAF4	0.017	8	484	158	165
Q8PK08	0.044	8	182	158	165
Q12972	0.125	44	351	158	184
P11209	0.166	95	574	158	209
A0A2S6VDZ1	0.043	7	164	158	164
Q9DG07	0.015	8	530	159	166
Q9WH73	0.034	9	263	159	167
Q9XZ31	0.048	20	420	159	168
P00749	0.037	16	431	160	175
P05461	0.033	8	244	157	164
P03423	0.104	31	298	160	190
P42029	0.058	10	172	160	169
P87306	0.198	108	545	17	29
P35193	0.063	26	415	160	185
P27025	0.125	37	297	160	196
G0SB31	0.08	61	765	160	220
J3KPF3	0.017	11	631	161	171
Q01080	0.176	73	415	11	33
Q02375	0.029	5	175	161	165
O15541	0.236	81	343	97	120
Q1GZZ4	0.054	9	168	160	168
P43355	0.029	9	309	161	169
A0A0R5ZPI3	0.108	74	687	161	234
Q8TDP1	0.226	37	164	10	16
Q97IT9	0.036	6	167	162	167
Q8IWS0	0.025	9	365	162	170
Q70XD7	0.007	11	1499	162	172
P26358	0.013	21	1616	162	174
P84098	0.066	13	196	162	174
P08195	0.032	20	630	162	181
Q39615	0.173	34	196	162	195
Q05900	0.333	77	231	49	60
Q8AKX0	0.164	36	219	162	197
Q9FA38	0.059	10	170	161	170
B4E9Q5	0.036	11	308	162	172
Q9KGB8	0.086	15	174	160	174
Q9H7Z3	0.072	84	1164	163	207
P82918	0.291	75	258	163	237
Q8KBP5	0.044	9	203	156	164
Q7LBR1	0.221	44	199	148	164
Q9I585	0.049	9	182	162	170
P59998	0.036	6	168	163	168
Q180K0	0.064	11	172	162	172
Q9Y5X1	0.032	19	595	164	182
G2Q3X1	0.103	42	409	164	205
B1JSA0	0.095	16	169	106	115
Q53FT3	0.096	19	197	158	176
P36108	0.198	46	232	165	172
Q01433	0.01	9	879	165	173
I6TXP7	0.052	9	174	165	173
P53148	0.014	13	917	165	177
P70460	0.035	13	375	165	177
Q7BMM3	0.065	14	215	165	178
P23677	0.041	19	461	165	183
E5Q9D7	0.101	19	189	165	183
P16458	0.065	25	385	165	189
A0A4V8H006	0.141	28	198	165	192
I7GD61	0.097	41	421	165	205
Q767K8	0.287	74	258	165	238
Q07979	0.343	172	502	166	187
P38170	0.151	114	754	166	174
P00743	0.028	14	492	166	179
Q6FTD4	0.093	20	216	166	185
Q53EZ4	0.119	55	464	162	216
Q6CLK3	0.26	75	288	104	110
P35177	0.029	38	1332	167	171
Q6VCZ3	0.01	7	690	167	173
P52948	0.03	55	1817	163	174
P12495	0.046	23	501	167	181
P25446	0.07	23	327	167	189
Q13330	0.165	118	715	165	193
B4FAW3	0.151	30	199	167	196
O15234	0.095	67	703	167	197
Q8IVF2	0.006	34	5795	167	200
D3DWY0	0.232	66	285	142	207
Q9Y618	0.059	148	2514	167	207
Q8B9Q8	0.32	94	294	168	233
Q46705	0.067	26	386	168	193
P43357	0.057	18	314	168	176
Q6UN15	0.056	33	594	168	200
Q9UJY5	0.086	55	639	168	205
P56962	0.202	61	302	168	228
P51572	0.256	63	246	169	231
P83916	0.151	28	185	61	68
Q9D8V0	0.024	9	378	169	177
P00742	0.121	59	488	97	116
P03013	0.232	44	190	139	155
G9HS63	0.017	15	887	169	183
P53197	0.027	15	566	169	183
Q9NX70	0.095	19	200	169	187
O70439	0.23	60	261	169	228
P05164	0.142	106	745	167	272
A0A0H3GL04	0.029	5	174	170	174
P9WKX3	0.029	5	174	170	174
P54725	0.11	40	363	157	178
Q314Q8	0.04	7	177	169	175
Q51407	0.045	8	176	169	176
P24200	0.047	13	277	167	179
Q9VD99	0.068	21	307	170	185
P22575	0.086	22	256	170	191
B5SNS2	0.069	24	348	170	193
Q04272	0.118	26	221	170	195
Q15018	0.202	84	415	161	201
Q14BN4	0.042	35	828	170	204
P02678	0.111	53	477	161	213
O43752	0.247	63	255	170	232
P32321	0.056	10	178	164	173
P56876	0.025	5	198	171	175
Q2RHX9	0.016	6	372	171	176
Q7MX99	0.05	9	179	171	179
Q96A35	0.213	46	216	171	216
Q9UHQ4	0.257	62	241	168	229
P83917	0.043	8	185	169	176
Q03707	0.022	18	834	172	180
O15381	0.012	10	856	172	181
P53859	0.038	11	292	172	182
P01068	0.134	33	246	172	182
Q85FS9	0.07	13	185	171	183
Q8BPZ8	0.197	80	407	172	214
Q969G3	0.178	73	411	172	234
Q93PP9	0.045	8	179	166	173
P22812	0.022	10	462	166	175
P0AFG6	0.035	14	405	173	186
C9YJL7	0.039	7	179	173	179
F2Z673	0.165	41	249	164	189
P13297	0.033	10	303	173	182
P25445	0.179	60	335	173	192
Q04637	0.039	63	1599	173	199
P87238	0.167	36	215	173	208
P53539	0.18	61	338	159	219
Q9LVJ7	0.192	59	308	173	231
D5ATZ4	0.122	24	197	174	197
Q13185	0.213	39	183	29	35
Q9RV71	0.061	11	181	169	179
Q2FYG4	0.047	9	190	174	182
B6A877	0.024	28	1164	174	186
Q57N83	0.08	15	188	174	188
I2E6B7	0.021	18	864	174	191
O00512	0.039	56	1426	174	201
P31431	0.126	25	198	174	198
Q9ZNA2	0.127	28	220	172	199
P43609	0.348	194	557	166	204
D4AEH3	0.375	120	320	163	210
Q8NHR7	0.159	35	220	174	208
Q1H3S7	0.038	7	185	175	181
Q6DMN0	0.019	8	422	175	182
Q02795	0.175	50	286	175	224
O50835	0.04	14	354	175	188
P25368	0.051	15	297	175	189
P11182	0.062	30	482	172	183
P00740	0.134	62	461	92	116
P08810	0.027	24	881	176	185
Q39RS1	0.065	12	186	175	186
Q9NR80	0.025	17	690	176	192
Q9VSR3	0.044	31	704	176	206
Q8C0J2	0.099	60	607	159	218
D6RGH6	0.14	54	385	176	229
Q32MZ4	0.089	72	808	170	241
Q6G1R9	0.034	8	232	175	182
Q03154	0.164	67	408	177	181
P04506	0.283	133	470	30	47
P14653	0.03	9	301	177	185
Q749F5	0.059	11	186	176	186
Q79790	0.028	13	460	177	189
Q92844	0.042	18	425	177	194
I7M008	0.138	92	667	75	79
Q9GZV9	0.124	31	251	170	200
O61711	0.079	46	583	177	222
Q98UI8	0.025	7	282	172	178
Q92959	0.016	10	643	178	187
P84022	0.052	22	425	178	189
Q06511	0.1	25	250	178	202
A5Z2K3	0.19	40	210	73	77
Q39578	0.076	52	683	178	221
Q9HIA5	0.018	7	400	179	185
F1RUU2	0.05	10	200	179	188
Q96KQ7	0.009	11	1210	179	189
Q8IW19	0.029	15	511	179	193
Q9P000	0.263	52	198	2	35
Q8I2F2	0.117	45	383	178	212
Q9Y478	0.27	73	270	164	180
O95071	0.015	41	2799	180	205
P12353	0.208	44	212	75	86
Q06830	0.09	18	199	170	187
P40126	0.017	9	519	180	188
Q8TTU7	0.053	10	190	179	188
Q6C674	0.152	30	198	164	172
Q0PF16	0.07	35	497	122	126
Q96EL1	0.045	13	287	180	192
P87074	0.035	27	778	180	193
F1RHJ1	0.144	31	216	180	194
Q64303	0.034	18	524	180	197
P07766	0.116	24	207	180	203
C4QZA3	0.112	50	448	180	207
Q10113	0.221	68	308	174	241
Q96AP0	0.199	91	458	4	9
Q96B36	0.172	44	256	126	133
A8MW95	0.209	90	431	158	247
P82670	0.075	15	201	120	125
Q81HL8	0.048	9	186	178	186
P32835	0.132	29	219	181	188
P04295	0.014	10	735	181	190
P03468	0.024	11	454	181	191
Q13077	0.159	66	416	181	246
Q12060	0.143	70	488	181	225
Q62318	0.016	13	834	179	191
Q5SC59	0.064	13	202	182	194
Q08723	0.396	134	338	170	303
P40080	0.108	22	203	182	203
Q4J924	0.042	11	261	183	193
A9CIP6	0.057	11	193	183	193
P07339	0.049	20	412	114	119
P82911	0.076	15	197	183	197
O32108	0.17	37	218	181	217
Q07157	0.015	26	1748	183	202
G0S5G3	0.083	20	242	183	202
P43351	0.079	33	418	177	209
P02871	0.202	47	233	183	229
Q9HD42	0.066	13	196	184	196
Q91V27	0.024	14	590	184	197
O00330	0.084	42	501	183	224
P09052	0.03	20	661	184	203
Q9XW17	0.115	39	340	184	208
A0A1S3TZB2	0.073	28	383	183	210
G2R207	0.193	44	228	184	227
G3V7P1	0.237	65	274	184	248
Q9HD33	0.072	18	250	83	92
P51665	0.395	128	324	165	292
Q8TZX0	0.024	10	424	184	193
Q2HR75	0.07	32	455	179	210
Q57ZP0	0.064	12	188	177	188
Q12962	0.147	32	218	123	132
O34899	0.026	5	193	186	190
F1P542	0.133	52	390	171	222
Q9I194	0.025	19	762	184	192
I3L9H6	0.045	9	198	186	194
F1S398	0.192	40	208	103	112
O35718	0.067	15	225	186	200
A9CKT4	0.085	17	200	184	200
Q9NSA1	0.115	24	209	186	209
Q50541	0.139	35	252	186	220
O43741	0.316	86	272	187	272
P80386	0.256	69	270	187	191
P31570	0.066	13	196	184	196
Q8DPM3	0.162	40	247	187	199
P68043	0.022	11	498	188	198
O46345	0.247	72	292	188	259
Q9S1N8	0.074	14	190	177	190
P10747	0.036	8	220	189	196
O00522	0.041	30	736	178	197
Q9JPT2	0.034	13	385	189	201
A3MWN6	0.074	15	203	189	203
Q9UHE8	0.062	21	339	189	209
Q9CXW3	0.135	31	229	189	219
P03007	0.222	54	243	182	193
W5IDC0	0.029	6	205	190	195
Q03338	0.171	80	469	146	158
P69771	0.088	18	204	187	204
Q8N9Y4	0.045	16	354	190	205
Q9NWU5	0.087	18	206	189	206
Q1WCB7	0.145	33	227	190	222
P17678	0.099	30	304	190	219
O95750	0.088	19	216	191	204
A4ZFB2	0.078	16	206	191	206
P17542	0.148	49	331	191	211
Q61166	0.205	55	268	191	225
P32867	0.238	69	290	189	257
Q72L49	0.041	8	196	186	193
Q95RR6	0.146	40	274	191	201
P04582	0.022	19	851	192	200
Q70626	0.127	109	856	192	200
P32790	0.009	11	1244	192	202
P31274	0.042	11	260	192	202
Q9NTX7	0.033	12	359	192	203
Q9UL40	0.095	28	294	192	219
Q96F86	0.069	35	508	192	226
O94906	0.005	5	941	193	197
O06122	0.048	12	252	11	16
Q9UBW8	0.069	19	275	175	184
P07566	0.014	15	1063	189	203
Q9NRI5	0.012	10	854	193	202
P67870	0.126	27	215	182	208
Q700D2	0.068	34	503	192	211
P32851	0.306	88	288	186	273
O25261	0.04	8	199	192	199
A0A5J4YX67	0.067	22	327	194	200
Q69B19	0.019	11	586	192	202
P27321	0.17	121	713	194	205
P38781	0.039	34	883	194	227
P36049	0.115	49	427	195	214
Q8WXX5	0.177	46	260	191	201
P9WPZ3	0.015	6	404	194	199
Q13620	0.007	6	913	195	200
P34901	0.04	8	202	195	202
P16082	0.014	12	859	195	206
P19893	0.021	12	580	195	206
A0A068F6N5	0.053	45	848	195	233
H0XPX6	0.205	55	268	194	248
Q8DW21	0.035	7	200	194	200
P07800	0.089	19	214	196	214
P82913	0.043	11	256	194	204
Q5SM42	0.068	14	205	191	204
P0C6L6	0.033	7	214	196	202
Q12328	0.048	10	207	196	205
Q7WZI9	0.03	25	837	196	220
P01123	0.049	10	206	190	198
C7CXJ5	0.046	15	324	187	201
A0R238	0.027	6	224	197	202
Q9NWZ8	0.153	37	242	191	227
P16410	0.045	10	223	197	206
Q9BRX5	0.088	19	216	1	9
Q9USV1	0.08	24	299	190	213
A0A0K9H482	0.04	32	805	197	228
D9SIP4	0.013	8	595	193	200
Q49PI7	0.025	8	318	198	205
P0CY08	0.133	28	210	129	140
P09631	0.052	14	271	198	211
A0A1G7HYD7	0.102	25	244	192	216
Q9NS91	0.109	54	495	198	230
Q72I39	0.047	10	211	197	206
Q9KN50	0.019	5	257	199	203
E6MXW0	0.02	8	392	199	206
P03169	0.047	23	491	199	207
Q8IUC6	0.028	20	712	199	212
Q9BSF4	0.081	21	260	199	219
Q8BJL0	0.026	24	910	199	222
P07941	0.046	39	844	184	222
Q9N4U5	0.048	26	547	197	222
P17679	0.107	44	413	200	238
